path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
171515.wav,uzbek_voice,Biroq hayotimda bir ajoyib voqea yuz berdi.,Biroq hayotimda bir ajoyib voqea yuz berdi.,0.0,Biroq hayotimda bir ajoyib voqea yuz berdi.,Biroq hayotimda bir ajoyib voqea yuz berdi.,0.0,0.0,1.0,7,7
610189.wav,uzbek_voice,Napoleon inglizlarga qarashli bo'lgan Gannoverni egallab oldi.,Napoleon inglizlarga qarashli bo'lgan Gamnoverni egallab oldi.,0.1429,Napoleon inglizlarga qarashli bo'lgan Gannoverni egallab oldi.,Napoleon inglizlarga qarashli bo'lgan Gamnoverni egallab oldi.,0.1429,0.0161,0.9839,7,7
172519.wav,uzbek_voice,Ular insonning immuniteti va surunkali kasalliklar hisoblanadi.,Ular insonning immuniteti va surunkali kasalliklari hisoblanadi.,0.1429,Ular insonning immuniteti va surunkali kasalliklar hisoblanadi.,Ular insonning immuniteti va surunkali kasalliklari hisoblanadi.,0.1429,0.0159,0.9921,7,7
779016.wav,uzbek_voice,Bunday dorilar orasida hozirda eng mashhuri remdesivir va favipiravir hisoblanadi.,Bunday dorilar orasida hozirda eng mashhuri remdesivir va faipiravir hisoblanadi.,0.1,Bunday dorilar orasida hozirda eng mashhuri remdesivir va favipiravir hisoblanadi.,Bunday dorilar orasida hozirda eng mashhuri remdesivir va faipiravir hisoblanadi.,0.1,0.0122,0.9939,10,10
497155.wav,uzbek_voice,O'rta Chirchiq tumanida avtomobil yo'lda sirpanib ariqqa tushib ketdi.,"O'rta Chirchiq tumanida avtomobil yo'lda sirpanib, ariqqa tushib ketdi.",0.1111,O'rta Chirchiq tumanida avtomobil yo'lda sirpanib ariqqa tushib ketdi.,"O'rta Chirchiq tumanida avtomobil yo'lda sirpanib, ariqqa tushib ketdi.",0.1111,0.0143,0.9929,9,9
common_voice_uz_29111572.wav,common_voice,Sovetlarning har bir millat uchun alohida respublika va avtonomiyalar tashkil etishdan maqsadlari bor edi.,Sovetlarning har bir millat uchun alohida respublika va avtonomiyalar tashkil etishda maqsadlari bor edi.,0.0714,Sovetlarning har bir millat uchun alohida respublika va avtonomiyalar tashkil etishdan maqsadlari bor edi.,Sovetlarning har bir millat uchun alohida respublika va avtonomiyalar tashkil etishda maqsadlari bor edi.,0.0714,0.0094,0.9953,14,14
137966.wav,uzbek_voice,O'z vaqtida ayrim filmlarning dublyajida ishtirok etganman.,O'z vaqtida ayrim filmlarning dublyajida ishtirok etganman.,0.0,O'z vaqtida ayrim filmlarning dublyajida ishtirok etganman.,O'z vaqtida ayrim filmlarning dublyajida ishtirok etganman.,0.0,0.0,1.0,7,7
common_voice_uz_28957061.wav,common_voice,Yurtimizdan jahon ilm-fan rivojiga hissa qo'shgan buyuk mutafakkirlar yetishib chiqdi.,Yurtimizdan jahon ilm-fan rivojiga hissa qo'shgan buyuk mutafakkirlar yetishib chiqdi.,0.0,Yurtimizdan jahon ilm-fan rivojiga hissa qo'shgan buyuk mutafakkirlar yetishib chiqdi.,Yurtimizdan jahon ilm-fan rivojiga hissa qo'shgan buyuk mutafakkirlar yetishib chiqdi.,0.0,0.0,1.0,10,10
common_voice_uz_28918966.wav,common_voice,Shahar ichida poyga bo'lmasligi kerak.,Shahar ichida poyga bo'lmasligi kerak.,0.0,Shahar ichida poyga bo'lmasligi kerak.,Shahar ichida poyga bo'lmasligi kerak.,0.0,0.0,1.0,5,5
471597.wav,uzbek_voice,"Demak, ular bugun raqiblari qaysi jamoalar bo'lishini bilib oladi.","Demak, ular bugun raqiblari qaysi jamoalar bo'lishini bilib oladi.",0.0,"Demak, ular bugun raqiblari qaysi jamoalar bo'lishini bilib oladi.","Demak, ular bugun raqiblari qaysi jamoalar bo'lishini bilib oladi.",0.0,0.0,1.0,9,9
181960.wav,uzbek_voice,Sartaroshning iti mijozining olmos ziragini yutib yubordi.,Sartaroshning iti mijozining olmosi zaragini yutib yubordi.,0.2857,Sartaroshning iti mijozining olmos ziragini yutib yubordi.,Sartaroshning iti mijozining olmosi zaragini yutib yubordi.,0.2857,0.0345,0.9744,7,7
186912.wav,uzbek_voice,Sizlarning taomlaringiz sportchi uchun zararli ekani to'g'rimi?,Sizlarning taomlaringiz sportchi uchun zararli ekani to'g'rimi?,0.0,Sizlarning taomlaringiz sportchi uchun zararli ekani to'g'rimi?,Sizlarning taomlaringiz sportchi uchun zararli ekani to'g'rimi?,0.0,0.0,1.0,7,7
82579.wav,uzbek_voice,Bir nafar o'g'ri voqea joyida o'ldirilgan.,Bir nafar o'g'ri voqea joyida o'ldirilgan.,0.0,Bir nafar o'g'ri voqea joyida o'ldirilgan.,Bir nafar o'g'ri voqea joyida o'ldirilgan.,0.0,0.0,1.0,6,6
476007.wav,uzbek_voice,Navalniy sudning Usmonov da'vosi bo'yicha qarorini bajarmasligini ma'lum qildi.,Navalniy sudning Usmonov davosi bo'yicha qarorini bajarmasligini ma'lum qildi.,0.1111,Navalniy sudning Usmonov da'vosi bo'yicha qarorini bajarmasligini ma'lum qildi.,Navalniy sudning Usmonov davosi bo'yicha qarorini bajarmasligini ma'lum qildi.,0.1111,0.0127,0.9936,9,9
common_voice_uz_28896924.wav,common_voice,davlat qarzi haqidagi muhokama,davlat qarzi haqidagi muhokama,0.0,davlat qarzi haqidagi muhokama,davlat qarzi haqidagi muhokama,0.0,0.0,1.0,4,4
171291.wav,uzbek_voice,Pastlash va qo'nish belgilangan tartibda amalga oshdi.,Pastlash va qo'nish belgilangan tartibda amalga oshdi.,0.0,Pastlash va qo'nish belgilangan tartibda amalga oshdi.,Pastlash va qo'nish belgilangan tartibda amalga oshdi.,0.0,0.0,1.0,7,7
250463.wav,uzbek_voice,"Masalan, xonadon tanlashni boshlash mumkin.","Masalan, xonadon tanlashni boshlash mumkin.",0.0,"Masalan, xonadon tanlashni boshlash mumkin.","Masalan, xonadon tanlashni boshlash mumkin.",0.0,0.0,1.0,5,5
common_voice_uz_29337978.wav,common_voice,So'z erkinligini ta'minlash bo'yicha hatto prezident qat'iy iroda ko'rsatyapti.,"So'z erkinligini ta'minlash bo'yicha, hatto prezident qat'iy iroda ko'rsatyapti.",0.1111,So'z erkinligini ta'minlash bo'yicha hatto prezident qat'iy iroda ko'rsatyapti.,"So'z erkinligini ta'minlash bo'yicha, hatto prezident qat'iy iroda ko'rsatyapti.",0.1111,0.0127,0.9937,9,9
125157.wav,uzbek_voice,Biroq Islom bobomiz bizning qalbimizda mangu yashaydi.,"Biroq, islom bobomiz bizning qalbimizda mangu yashaydi.",0.2857,Biroq Islom bobomiz bizning qalbimizda mangu yashaydi.,"Biroq, islom bobomiz bizning qalbimizda mangu yashaydi.",0.2857,0.037,0.9725,7,7
841625.wav,uzbek_voice,"Agar uni bu kishidan liberalroq deb faraz qilsak, muammolarimizga yechim topadi.","Agar uni bu kishidan liberalroq deb faraz qilsak, muammolarimizga yechim topadi.",0.0,"Agar uni bu kishidan liberalroq deb faraz qilsak, muammolarimizga yechim topadi.","Agar uni bu kishidan liberalroq deb faraz qilsak, muammolarimizga yechim topadi.",0.0,0.0,1.0,11,11
common_voice_uz_29524059.wav,common_voice,Bu bosh vazir Abdulla Aripovning iqtibosidir.,Bu bosh vazir Abdulla Aripovning iqtibosidir.,0.0,Bu bosh vazir Abdulla Aripovning iqtibosidir.,Bu bosh vazir Abdulla Aripovning iqtibosidir.,0.0,0.0,1.0,6,6
171614.wav,uzbek_voice,"Singapurda ""Kelajak iqtisodiyotini yaratish rejasi"" qabul qilindi.",Singapurda kelajak iqtisodiyotini yaratish rejasi qabul qilindi.,0.2857,"Singapurda ""Kelajak iqtisodiyotini yaratish rejasi"" qabul qilindi.",Singapurda kelajak iqtisodiyotini yaratish rejasi qabul qilindi.,0.2857,0.0455,0.9692,7,7
138277.wav,uzbek_voice,Murodjon Ahmadaliyevning chempionlik jangi sanasi ma'lum bo'ldi.,Murodjon Ahmadaliyevning chempionlik jangi sanasi ma'lum bo'ldi.,0.0,Murodjon Ahmadaliyevning chempionlik jangi sanasi ma'lum bo'ldi.,Murodjon Ahmadaliyevning chempionlik jangi sanasi ma'lum bo'ldi.,0.0,0.0,1.0,7,7
common_voice_uz_28891563.wav,common_voice,"Ikkinchi tomondan esa o'troq, ziroatkor aholi bilan chorvador qabilalar o'rtasidagi aloqalar rivojlandi.",Ikkinchi tomondan esa o'troq ziravodkor aholi bilan chorvador qabilalar o'rtasidagi aloqalar rivojlandi.,0.1667,"Ikkinchi tomondan esa o'troq, ziroatkor aholi bilan chorvador qabilalar o'rtasidagi aloqalar rivojlandi.",Ikkinchi tomondan esa o'troq ziravodkor aholi bilan chorvador qabilalar o'rtasidagi aloqalar rivojlandi.,0.1667,0.0481,0.9712,12,12
00017985_1.wav,news,"Juda ham xursand, mamnun. Agar unaqa ketsa, Xudo xohlasa, u aytgan joyga boradi-da. U o'ziga har bir inson shunaqa-ku, target qo'yadi. Mana shu targetim, mana shunga qilaman. Yana bir-ikkita joylarini o'zi","juda ham xursand, mana buni, agar bunaqa ketsa, Xudo xohlasa, u aytgan joyiga boradi-da. U o'ziga har bir inson shunaqa-ku, target qo'yadi. Mana shu targetim, mana shunga qilaman. Yana bir ikkita joylarini o'zi",0.2581,"Juda ham xursand, mamnun. Agar unaqa ketsa, Xudo xohlasa, u aytgan joyga boradi-da. U o'ziga har bir inson shunaqa-ku, target qo'yadi. Mana shu targetim, mana shunga qilaman. Yana bir-ikkita joylarini o'zi","juda ham xursand, mana buni, agar bunaqa ketsa, Xudo xohlasa, u aytgan joyiga boradi-da. U o'ziga har bir inson shunaqa-ku, target qo'yadi. Mana shu targetim, mana shunga qilaman. Yana bir ikkita joylarini o'zi",0.2581,0.0537,0.9253,31,33
478470.wav,uzbek_voice,Bunda ham tizim ko'plab xatolarni berish bilan ish boshladi.,Bunda ham tizim ko'plab xatolarni berish bilan ish boshladi.,0.0,Bunda ham tizim ko'plab xatolarni berish bilan ish boshladi.,Bunda ham tizim ko'plab xatolarni berish bilan ish boshladi.,0.0,0.0,1.0,9,9
263132.wav,uzbek_voice,Qilayotgan barcha ishing muhokama qilinadi.,Qilayotgan barcha ishing muhokama qilinadi.,0.0,Qilayotgan barcha ishing muhokama qilinadi.,Qilayotgan barcha ishing muhokama qilinadi.,0.0,0.0,1.0,5,5
10207.wav,it,Endi design with Figma and whiteboard with FigJam degan imkoniyat ham qo'shilgan ekan. Biz design with Figma imkoniyatini tanlaymiz.,"in the design with Figma, in the white board with Fik Jam degan imkoniyati ham qo'shilgan ekan. Biz design with Figma imkoniyatini tanlaymiz.",0.5263,Endi design with Figma and whiteboard with FigJam degan imkoniyat ham qo'shilgan ekan. Biz design with Figma imkoniyatini tanlaymiz.,"in the design with Figma, in the white board with Fik Jam degan imkoniyati ham qo'shilgan ekan. Biz design with Figma imkoniyatini tanlaymiz.",0.5263,0.1136,0.9231,19,23
159906.wav,uzbek_voice,"Keling, birinchi oy nimalarni ko'rsatganini qarab chiqamiz.","Keling, birinchi oy nimalarini ko'rsatganini qarab chiqamiz.",0.1429,"Keling, birinchi oy nimalarni ko'rsatganini qarab chiqamiz.","Keling, birinchi oy nimalarini ko'rsatganini qarab chiqamiz.",0.1429,0.0169,0.9916,7,7
common_voice_uz_29431215.wav,common_voice,"Agar ayb faqat bir tomondagina bo'lsa, urushlar uzoq davom etmas edi.","Agar ayb faqat bir tomondagina bo'lsa, urushlar uzoq davom etmas edi.",0.0,"Agar ayb faqat bir tomondagina bo'lsa, urushlar uzoq davom etmas edi.","Agar ayb faqat bir tomondagina bo'lsa, urushlar uzoq davom etmas edi.",0.0,0.0,1.0,11,11
common_voice_uz_28888529.wav,common_voice,Hali ham yosh bola ekansan.,Hali ham yosh bola ekansan.,0.0,Hali ham yosh bola ekansan.,Hali ham yosh bola ekansan.,0.0,0.0,1.0,5,5
common_voice_uz_29545667.wav,common_voice,Mamlakat kelajagi uchun turdoshlik jihati inson kapitalining o'sishi.,Mamlakat kelajagi uchun turdoshlik jihati inson kapitalining o'sishi.,0.0,Mamlakat kelajagi uchun turdoshlik jihati inson kapitalining o'sishi.,Mamlakat kelajagi uchun turdoshlik jihati inson kapitalining o'sishi.,0.0,0.0,1.0,8,8
common_voice_uz_28924270.wav,common_voice,"Yo'q, to'g'rirog'i bu so'zlarni aniq-tiniq eshitdi.","Yo'q, to'g'rirog'i bu so'zlarni aniq-tiniq eshitdi.",0.0,"Yo'q, to'g'rirog'i bu so'zlarni aniq-tiniq eshitdi.","Yo'q, to'g'rirog'i bu so'zlarni aniq-tiniq eshitdi.",0.0,0.0,1.0,6,6
common_voice_uz_29478035.wav,common_voice,Qancha tirishsam ham u beor.,Qancha tirishsam ham u beor.,0.0,Qancha tirishsam ham u beor.,Qancha tirishsam ham u beor.,0.0,0.0,1.0,5,5
669612.wav,uzbek_voice,"Barcha mamlakatlardagi kabi maktablarni, maktabgacha ta'lim muassasalarini ochyapmiz.","Barcha mamlakatlardagi kabi maktablarni, maktabgacha ta'lim muassasalarini ochyapmiz.",0.0,"Barcha mamlakatlardagi kabi maktablarni, maktabgacha ta'lim muassasalarini ochyapmiz.","Barcha mamlakatlardagi kabi maktablarni, maktabgacha ta'lim muassasalarini ochyapmiz.",0.0,0.0,1.0,8,8
499046.wav,uzbek_voice,"Shunday qilib, go'dakning biologik onasi hali ham topilgan emas.","Shunday qilib, go'dakning biologik onasi hali ham topilgan emas.",0.0,"Shunday qilib, go'dakning biologik onasi hali ham topilgan emas.","Shunday qilib, go'dakning biologik onasi hali ham topilgan emas.",0.0,0.0,1.0,9,9
738828.wav,uzbek_voice,Rossiyaning Ryazan shahrida saylovchi saylov uchastkasiga akvalang kiyimida keldi.,Rossiyalik ryazm shahrida saylovchi saylovchi otkasiga akvona kiyibida keldi.,0.6667,Rossiyaning Ryazan shahrida saylovchi saylov uchastkasiga akvalang kiyimida keldi.,Rossiyalik ryazm shahrida saylovchi saylovchi otkasiga akvona kiyibida keldi.,0.6667,0.1951,0.8428,9,9
111588.wav,uzbek_voice,Bankomatlar dushanba kunidan ishga tushishi kutilmoqda.,Bankomatlar dushanba kunidan ishga tushishi kutilmoqda.,0.0,Bankomatlar dushanba kunidan ishga tushishi kutilmoqda.,Bankomatlar dushanba kunidan ishga tushishi kutilmoqda.,0.0,0.0,1.0,6,6
841654.wav,uzbek_voice,Natija bo'yicha birorta universitet uchala reyting bo'yicha top ro'yxatga kiritilmadi.,Natija bo'yicha birorta universitet uchchalar reyting bo'yicha top ro'yxatga kiritilmadi.,0.1,Natija bo'yicha birorta universitet uchala reyting bo'yicha top ro'yxatga kiritilmadi.,Natija bo'yicha birorta universitet uchchalar reyting bo'yicha top ro'yxatga kiritilmadi.,0.1,0.0349,0.9829,10,10
common_voice_uz_29008302.wav,common_voice,Bebosh yuragi esa undan bir og'iz ham so'ramay Madinani topdi.,Beybosh yuragi esa undan bir og'iz ham so'ramay Madinani topdi.,0.1,Bebosh yuragi esa undan bir og'iz ham so'ramay Madinani topdi.,Beybosh yuragi esa undan bir og'iz ham so'ramay Madinani topdi.,0.1,0.0161,0.992,10,10
common_voice_uz_29341019.wav,common_voice,Erim smenadan charchadim deb o'zini uxlaganga solib yotib olgani uchun men ham indamadim.,Erim smenadan charchadim deb o'zini uxlaganga solib yotib olgani uchun men ham indamadim.,0.0,Erim smenadan charchadim deb o'zini uxlaganga solib yotib olgani uchun men ham indamadim.,Erim smenadan charchadim deb o'zini uxlaganga solib yotib olgani uchun men ham indamadim.,0.0,0.0,1.0,13,13
841493.wav,uzbek_voice,Miranda qoidasi Amerika Qo'shma Shtatlarida yuzaga kelgan yuridik norma.,Miranda qoidasi Amerika Qo'shma Shtatlarida yuzaga kelgan yuridik norma.,0.0,Miranda qoidasi Amerika Qo'shma Shtatlarida yuzaga kelgan yuridik norma.,Miranda qoidasi Amerika Qo'shma Shtatlarida yuzaga kelgan yuridik norma.,0.0,0.0,1.0,9,9
common_voice_uz_29422190.wav,common_voice,Ularda yozuvchilarga nisbatan bemalolroq.,Ularda yozuvchilarga nisbatan bemalolroq.,0.0,Ularda yozuvchilarga nisbatan bemalolroq.,Ularda yozuvchilarga nisbatan bemalolroq.,0.0,0.0,1.0,4,4
268772.wav,uzbek_voice,Serj Sargsyan va Ilhom Aliyev,Servsh Sarxyan va Ilhom Aliyev,0.4,Serj Sargsyan va Ilhom Aliyev,Servsh Sarxyan va Ilhom Aliyev,0.4,0.1724,0.8814,5,5
common_voice_uz_29433621.wav,common_voice,o'ta xususiylashtirish,o'ta xususiylashtirish,0.0,o'ta xususiylashtirish,o'ta xususiylashtirish,0.0,0.0,1.0,2,2
454032.wav,uzbek_voice,"Kema jiddiy zarar ko'rganiga qaramay, bazaga mustaqil yetib oldi.","Kema jiddiy zarar ko'rganiga qaramay, bazaga mustaqil yetib oldi.",0.0,"Kema jiddiy zarar ko'rganiga qaramay, bazaga mustaqil yetib oldi.","Kema jiddiy zarar ko'rganiga qaramay, bazaga mustaqil yetib oldi.",0.0,0.0,1.0,9,9
182493.wav,uzbek_voice,Voqea joyida politsiyachilar va yong'in xizmat ishlamoqda.,Voqea joyida politsiyachilar va yong'in xizmat ishlamoqda.,0.0,Voqea joyida politsiyachilar va yong'in xizmat ishlamoqda.,Voqea joyida politsiyachilar va yong'in xizmat ishlamoqda.,0.0,0.0,1.0,7,7
110476.wav,uzbek_voice,"Afsuski, ayrim odamlar laktozani ko'tara olmaydi.","Afsuski, ayrim odamlar laktozani ko'tara olmaydi.",0.0,"Afsuski, ayrim odamlar laktozani ko'tara olmaydi.","Afsuski, ayrim odamlar laktozani ko'tara olmaydi.",0.0,0.0,1.0,6,6
344816.wav,uzbek_voice,"Uning ta'kidlashicha, sayt virus va yolg'on xabar tarqatmayapti.","Uning ta'kidlashicha, sayt virus va yolg'on xabar tarqatmayapti.",0.0,"Uning ta'kidlashicha, sayt virus va yolg'on xabar tarqatmayapti.","Uning ta'kidlashicha, sayt virus va yolg'on xabar tarqatmayapti.",0.0,0.0,1.0,8,8
78851.wav,uzbek_voice,"Qizig'i, hujjatda uning laqabi yozilmagan ekan.",Qizig'i hujjatda uning laqabi yozilmagan ekan.,0.1667,"Qizig'i, hujjatda uning laqabi yozilmagan ekan.",Qizig'i hujjatda uning laqabi yozilmagan ekan.,0.1667,0.0213,0.9892,6,6
714617.wav,uzbek_voice,Qizg'in bahs va munozaralarga boy kechgan musobaqalarning umumiy natijalariga ko'ra,Tizg'in bahs va munozaralarga boy kechgan musobaqalarning bo'lmay natijalariga ko'ra,0.2,Qizg'in bahs va munozaralarga boy kechgan musobaqalarning umumiy natijalariga ko'ra,Tizg'in bahs va munozaralarga boy kechgan musobaqalarning bo'lmay natijalariga ko'ra,0.2,0.0723,0.9341,10,10
499367.wav,uzbek_voice,Hodisa joyidan yashiringan sportchini politsiya xodimlari izlashda davom etmoqda.,Hodisa joyidan yashiringan sportchini politsiya xodimlari izlashda davom etmoqda.,0.0,Hodisa joyidan yashiringan sportchini politsiya xodimlari izlashda davom etmoqda.,Hodisa joyidan yashiringan sportchini politsiya xodimlari izlashda davom etmoqda.,0.0,0.0,1.0,9,9
710410.wav,uzbek_voice,tadbirda ta'lim tizimiga zamonaviy innovatsiyalarni joriy etish,Tadbirda ta'lim tizimiga zamonaviy innovatsiyalarni joriy etish.,0.2857,tadbirda ta'lim tizimiga zamonaviy innovatsiyalarni joriy etish,Tadbirda ta'lim tizimiga zamonaviy innovatsiyalarni joriy etish.,0.2857,0.0317,0.9764,7,7
831450.wav,uzbek_voice,"Lekin negadir ulardan talabalar kelishadi-yu, bizdan faqat o'qituvchilar borishadi.","Lekin negadir ulardan talabalar kelishadi-yu, bizdan faqat o'qituvchilar borishadi.",0.0,"Lekin negadir ulardan talabalar kelishadi-yu, bizdan faqat o'qituvchilar borishadi.","Lekin negadir ulardan talabalar kelishadi-yu, bizdan faqat o'qituvchilar borishadi.",0.0,0.0,1.0,9,9
common_voice_uz_28911037.wav,common_voice,Qang' davlati va Kushon podsholigi davrida qadimgi Turon diyori yuksala boshlagan edi.,Qaniq davlat va kuchon qochqinligi davrida qadrga Turon diyori yuksala boshlagan edi.,0.4167,Qang' davlati va Kushon podsholigi davrida qadimgi Turon diyori yuksala boshlagan edi.,Qaniq davlat va kuchon qochqinligi davrida qadrga Turon diyori yuksala boshlagan edi.,0.4167,0.1628,0.8655,12,12
common_voice_uz_29062617.wav,common_voice,Mavzu shu tarmoqlar tizimida chop etilgan ilmiy maqolalar ichidan izlanadi.,Mavzu shu tarmoqlar tizimida chop etilgan ilmiy maqolalar ichidan izlanadi.,0.0,Mavzu shu tarmoqlar tizimida chop etilgan ilmiy maqolalar ichidan izlanadi.,Mavzu shu tarmoqlar tizimida chop etilgan ilmiy maqolalar ichidan izlanadi.,0.0,0.0,1.0,10,10
common_voice_uz_28909045.wav,common_voice,Banda qiyomat kuni tog'lar qadar gunohlar bilan keladi.,Banda qiyomat kunini tog'lar qadar gunohlar bilan keladi.,0.125,Banda qiyomat kuni tog'lar qadar gunohlar bilan keladi.,Banda qiyomat kunini tog'lar qadar gunohlar bilan keladi.,0.125,0.0364,0.9821,8,8
473077.wav,uzbek_voice,Hindistonda sterilizatsiya bo'yicha operatsiyalardan so'ng 9 ayol nobud bo'ldi.,Hindistonda strelizatsiya bo'yicha operatsiyalardan so'ng 9 ayol nobud bo'ldi.,0.1111,Hindistonda sterilizatsiya bo'yicha operatsiyalardan so'ng 9 ayol nobud bo'ldi.,Hindistonda strelizatsiya bo'yicha operatsiyalardan so'ng 9 ayol nobud bo'ldi.,0.1111,0.0253,0.9809,9,9
325674.wav,uzbek_voice,"Bugun munosabat o'zgarmoqda, xususan, yuqori pog'onalarda.","Bugun munosabat o'zgarmoqda, xususan yuqori pog'onalarda.",0.1667,"Bugun munosabat o'zgarmoqda, xususan, yuqori pog'onalarda.","Bugun munosabat o'zgarmoqda, xususan yuqori pog'onalarda.",0.1667,0.0172,0.9913,6,6
456247.wav,uzbek_voice,"Yaxshisi, sokin ranglar och ko'k, jigarrang yoki yashilni tanlang.","Yaxshi, sokin ranglar och ko'k, jigarrang yoki yashilni tanlang.",0.1111,"Yaxshisi, sokin ranglar och ko'k, jigarrang yoki yashilni tanlang.","Yaxshi, sokin ranglar och ko'k, jigarrang yoki yashilni tanlang.",0.1111,0.0303,0.9846,9,9
631632.wav,uzbek_voice,Guliston tumani markaziy shifoxonasi qayta rekonstruksiya qilindi.,Guliston tumani markaziy shifoxonasi qayta rekonstruksiya qilindi.,0.0,Guliston tumani markaziy shifoxonasi qayta rekonstruksiya qilindi.,Guliston tumani markaziy shifoxonasi qayta rekonstruksiya qilindi.,0.0,0.0,1.0,7,7
100181.wav,uzbek_voice,Aynan qanday topshiriq berganini esa aniqlashtirmadi.,Aynan qanday topshiriq berganini esa aniqlashtirmadi.,0.0,Aynan qanday topshiriq berganini esa aniqlashtirmadi.,Aynan qanday topshiriq berganini esa aniqlashtirmadi.,0.0,0.0,1.0,6,6
common_voice_uz_28891047.wav,common_voice,"Uzoqroq umr ko'ryaptilar, urushlar ancha kamroq, o'limlar ham ancha kamroq.","Uzoqroq onir ko'ryaptilar. Qurishlar ancha kamroq, bo'limlar ham ancha kamroq.",0.4,"Uzoqroq umr ko'ryaptilar, urushlar ancha kamroq, o'limlar ham ancha kamroq.","Uzoqroq onir ko'ryaptilar. Qurishlar ancha kamroq, bo'limlar ham ancha kamroq.",0.4,0.0933,0.9281,10,10
03941.wav,it,ishda ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan,ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillarda,0.0952,ishda ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan,ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillarda,0.0952,0.0409,0.9791,21,20
